Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,4324,0,4100.0,4101.913053727868,116.66421598056331,5456.762707006419,89.9322386679001,4.812285461211126,0.0,4100,4300,4400,4500,4600,4800,5000,5100,5300,5500,5500
,Aggregated,4324,0,4100.0,4101.913053727868,116.66421598056331,5456.762707006419,89.9322386679001,4.812285461211126,0.0,4100,4300,4400,4500,4600,4800,5000,5100,5300,5500,5500
