Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,4375,0,4100.0,4055.3425871273575,142.92230000137351,5413.4803359920625,89.91794285714286,4.867701022964158,0.0,4100,4200,4300,4400,4500,4600,4800,4900,5000,5400,5400
,Aggregated,4375,0,4100.0,4055.3425871273575,142.92230000137351,5413.4803359920625,89.91794285714286,4.867701022964158,0.0,4100,4200,4300,4400,4500,4600,4800,4900,5000,5400,5400
