Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,2395,0,6600.0,7373.491755238117,249.32647502282634,14644.694763002917,89.98789144050104,2.678091494853844,0.0,6600,7100,7700,8300,12000,13000,13000,14000,14000,15000,15000
,Aggregated,2395,0,6600.0,7373.491755238117,249.32647502282634,14644.694763002917,89.98789144050104,2.678091494853844,0.0,6600,7100,7700,8300,12000,13000,13000,14000,14000,15000,15000
