Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,4330,0,4100.0,4098.672290704909,123.12957202084363,5833.7288640323095,90.09168591224018,4.81749153652361,0.0,4100,4300,4400,4400,4600,4700,4900,5000,5400,5800,5800
,Aggregated,4330,0,4100.0,4098.672290704909,123.12957202084363,5833.7288640323095,90.09168591224018,4.81749153652361,0.0,4100,4300,4400,4400,4600,4700,4900,5000,5400,5800,5800
