timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/04/05 18:06:03.739, 0, 0, 351, 16303, 21.25
2026/04/05 18:06:04.750, 0, 0, 351, 16303, 21.31
2026/04/05 18:06:05.750, 0, 0, 351, 16303, 21.04
2026/04/05 18:06:06.750, 0, 0, 351, 16303, 21.05
2026/04/05 18:06:07.750, 0, 0, 351, 16303, 21.07
2026/04/05 18:06:08.750, 0, 0, 351, 16303, 21.08
2026/04/05 18:06:09.751, 0, 0, 351, 16303, 21.04
2026/04/05 18:06:10.751, 0, 0, 351, 16303, 21.00
2026/04/05 18:06:11.751, 0, 0, 351, 16303, 20.99
2026/04/05 18:06:12.751, 0, 0, 351, 16303, 20.94
2026/04/05 18:06:13.751, 0, 0, 351, 16303, 21.13
2026/04/05 18:06:14.752, 0, 0, 351, 16303, 21.09
2026/04/05 18:06:15.752, 0, 0, 351, 16303, 21.03
2026/04/05 18:06:16.752, 0, 0, 351, 16303, 20.95
2026/04/05 18:06:17.752, 0, 0, 351, 16303, 20.85
2026/04/05 18:06:18.752, 0, 0, 351, 16303, 21.07
2026/04/05 18:06:19.753, 0, 0, 351, 16303, 20.94
2026/04/05 18:06:20.753, 0, 0, 351, 16303, 20.72
2026/04/05 18:06:21.753, 0, 0, 351, 16303, 20.85
2026/04/05 18:06:22.753, 0, 0, 351, 16303, 20.99
2026/04/05 18:06:23.753, 0, 0, 351, 16303, 21.20
2026/04/05 18:06:24.754, 0, 0, 351, 16303, 21.17
2026/04/05 18:06:25.754, 0, 0, 351, 16303, 21.10
2026/04/05 18:06:26.754, 0, 0, 351, 16303, 21.18
2026/04/05 18:06:27.754, 0, 0, 351, 16303, 21.24
2026/04/05 18:06:28.754, 0, 0, 351, 16303, 21.03
2026/04/05 18:06:29.755, 0, 0, 351, 16303, 21.15
2026/04/05 18:06:30.755, 0, 0, 351, 16303, 20.97
2026/04/05 18:06:31.755, 0, 0, 351, 16303, 21.12
2026/04/05 18:06:32.755, 0, 0, 351, 16303, 21.09
2026/04/05 18:06:33.755, 0, 0, 351, 16303, 21.20
2026/04/05 18:06:34.756, 0, 0, 351, 16303, 21.11
2026/04/05 18:06:35.756, 0, 0, 351, 16303, 20.95
2026/04/05 18:06:36.756, 0, 0, 351, 16303, 21.05
2026/04/05 18:06:37.756, 0, 0, 351, 16303, 21.17
2026/04/05 18:06:38.756, 0, 0, 351, 16303, 21.21
2026/04/05 18:06:39.757, 0, 0, 351, 16303, 21.37
2026/04/05 18:06:40.757, 0, 0, 351, 16303, 21.21
2026/04/05 18:06:41.757, 0, 0, 351, 16303, 21.26
2026/04/05 18:06:42.757, 0, 0, 351, 16303, 21.24
2026/04/05 18:06:43.758, 0, 0, 351, 16303, 21.13
2026/04/05 18:06:44.758, 0, 0, 351, 16303, 21.11
2026/04/05 18:06:45.758, 0, 0, 351, 16303, 21.09
2026/04/05 18:06:46.758, 0, 0, 351, 16303, 21.29
2026/04/05 18:06:47.758, 0, 0, 351, 16303, 21.19
2026/04/05 18:06:48.759, 0, 0, 351, 16303, 21.12
2026/04/05 18:06:49.759, 0, 0, 351, 16303, 20.81
2026/04/05 18:06:50.759, 0, 0, 351, 16303, 20.80
2026/04/05 18:06:51.759, 0, 0, 351, 16303, 21.30
2026/04/05 18:06:52.760, 0, 0, 351, 16303, 21.23
2026/04/05 18:06:53.760, 0, 0, 351, 16303, 21.08
2026/04/05 18:06:54.760, 0, 0, 351, 16303, 20.97
2026/04/05 18:06:55.760, 0, 0, 351, 16303, 20.97
2026/04/05 18:06:56.760, 0, 0, 351, 16303, 21.15
2026/04/05 18:06:57.761, 0, 0, 351, 16303, 21.07
2026/04/05 18:06:58.761, 0, 0, 351, 16303, 21.34
2026/04/05 18:06:59.761, 0, 0, 351, 16303, 21.25
2026/04/05 18:07:00.761, 0, 0, 351, 16303, 21.09
2026/04/05 18:07:01.761, 0, 0, 351, 16303, 21.25
2026/04/05 18:07:02.761, 0, 0, 351, 16303, 21.37
2026/04/05 18:07:03.762, 0, 0, 351, 16303, 21.18
2026/04/05 18:07:04.762, 0, 0, 351, 16303, 21.21
2026/04/05 18:07:05.762, 0, 0, 351, 16303, 21.19
2026/04/05 18:07:06.762, 0, 0, 351, 16303, 21.25
2026/04/05 18:07:07.764, 0, 0, 351, 16303, 21.36
2026/04/05 18:07:08.764, 0, 0, 351, 16303, 21.38
2026/04/05 18:07:09.764, 0, 0, 351, 16303, 21.36
2026/04/05 18:07:10.765, 0, 0, 351, 16303, 21.25
2026/04/05 18:07:11.765, 0, 0, 351, 16303, 21.24
2026/04/05 18:07:12.765, 0, 0, 351, 16303, 21.32
2026/04/05 18:07:13.765, 0, 0, 351, 16303, 21.11
2026/04/05 18:07:14.765, 0, 0, 351, 16303, 21.05
2026/04/05 18:07:15.766, 0, 0, 351, 16303, 21.12
2026/04/05 18:07:16.766, 0, 0, 351, 16303, 21.04
2026/04/05 18:07:17.766, 0, 0, 351, 16303, 21.11
2026/04/05 18:07:18.766, 0, 0, 351, 16303, 21.02
2026/04/05 18:07:19.766, 0, 0, 351, 16303, 21.00
2026/04/05 18:07:20.767, 0, 0, 351, 16303, 20.92
2026/04/05 18:07:21.767, 0, 0, 351, 16303, 20.99
2026/04/05 18:07:22.767, 0, 0, 351, 16303, 21.29
2026/04/05 18:07:23.767, 0, 0, 351, 16303, 21.24
2026/04/05 18:07:24.767, 0, 0, 351, 16303, 21.05
2026/04/05 18:07:25.768, 0, 0, 351, 16303, 21.17
2026/04/05 18:07:26.768, 0, 0, 351, 16303, 21.29
2026/04/05 18:07:27.768, 0, 0, 351, 16303, 21.22
2026/04/05 18:07:28.768, 0, 0, 351, 16303, 21.15
2026/04/05 18:07:29.768, 0, 0, 351, 16303, 21.07
2026/04/05 18:07:30.769, 0, 0, 351, 16303, 20.97
2026/04/05 18:07:31.769, 0, 0, 351, 16303, 20.90
2026/04/05 18:07:32.769, 0, 0, 351, 16303, 21.04
2026/04/05 18:07:33.769, 0, 0, 351, 16303, 20.96
2026/04/05 18:07:34.769, 0, 0, 351, 16303, 20.92
2026/04/05 18:07:35.770, 0, 0, 351, 16303, 21.04
2026/04/05 18:07:36.770, 0, 0, 351, 16303, 21.08
2026/04/05 18:07:37.770, 0, 0, 351, 16303, 21.29
2026/04/05 18:07:38.770, 0, 0, 351, 16303, 21.15
2026/04/05 18:07:39.770, 0, 0, 351, 16303, 20.93
2026/04/05 18:07:40.771, 0, 0, 351, 16303, 20.86
2026/04/05 18:07:41.771, 0, 0, 351, 16303, 20.92
2026/04/05 18:07:42.771, 0, 0, 351, 16303, 21.02
2026/04/05 18:07:43.771, 0, 0, 351, 16303, 21.17
2026/04/05 18:07:44.771, 0, 0, 351, 16303, 21.18
2026/04/05 18:07:45.772, 0, 0, 351, 16303, 21.09
2026/04/05 18:07:46.772, 0, 0, 351, 16303, 20.85
2026/04/05 18:07:47.772, 0, 0, 351, 16303, 21.26
2026/04/05 18:07:48.772, 0, 0, 351, 16303, 21.15
2026/04/05 18:07:49.772, 0, 0, 351, 16303, 21.03
2026/04/05 18:07:50.773, 0, 0, 351, 16303, 21.02
2026/04/05 18:07:51.773, 0, 0, 351, 16303, 20.96
2026/04/05 18:07:52.773, 0, 0, 351, 16303, 20.82
2026/04/05 18:07:53.773, 0, 0, 351, 16303, 20.75
2026/04/05 18:07:54.773, 0, 0, 351, 16303, 20.54
2026/04/05 18:07:55.774, 0, 0, 351, 16303, 20.56
2026/04/05 18:07:56.774, 0, 0, 351, 16303, 20.67
2026/04/05 18:07:57.774, 0, 0, 351, 16303, 20.78
2026/04/05 18:07:58.774, 0, 0, 351, 16303, 20.94
2026/04/05 18:07:59.774, 0, 0, 351, 16303, 20.88
2026/04/05 18:08:00.775, 0, 0, 351, 16303, 20.63
2026/04/05 18:08:01.775, 0, 0, 351, 16303, 20.36
2026/04/05 18:08:02.775, 0, 0, 351, 16303, 20.51
2026/04/05 18:08:03.775, 0, 0, 351, 16303, 20.72
2026/04/05 18:08:04.775, 0, 0, 351, 16303, 20.83
2026/04/05 18:08:05.776, 0, 0, 351, 16303, 20.77
2026/04/05 18:08:06.776, 0, 0, 351, 16303, 20.67
2026/04/05 18:08:07.776, 0, 0, 351, 16303, 20.74
2026/04/05 18:08:08.776, 0, 0, 351, 16303, 20.68
2026/04/05 18:08:09.776, 0, 0, 351, 16303, 20.71
2026/04/05 18:08:10.777, 0, 0, 351, 16303, 20.51
2026/04/05 18:08:11.777, 0, 0, 351, 16303, 20.63
2026/04/05 18:08:12.777, 0, 0, 351, 16303, 20.73
2026/04/05 18:08:13.777, 0, 0, 351, 16303, 20.81
2026/04/05 18:08:14.777, 0, 0, 351, 16303, 20.81
2026/04/05 18:08:15.778, 0, 0, 351, 16303, 20.79
2026/04/05 18:08:16.778, 0, 0, 351, 16303, 20.74
2026/04/05 18:08:17.778, 0, 0, 351, 16303, 20.80
2026/04/05 18:08:18.778, 0, 0, 351, 16303, 20.94
2026/04/05 18:08:19.778, 0, 0, 351, 16303, 20.86
2026/04/05 18:08:20.779, 0, 0, 351, 16303, 20.80
2026/04/05 18:08:21.779, 0, 0, 351, 16303, 20.85
2026/04/05 18:08:22.779, 0, 0, 351, 16303, 20.91
2026/04/05 18:08:23.779, 0, 0, 351, 16303, 21.09
2026/04/05 18:08:24.779, 0, 0, 351, 16303, 21.07
2026/04/05 18:08:25.780, 0, 0, 351, 16303, 20.94
2026/04/05 18:08:26.780, 0, 0, 351, 16303, 20.86
2026/04/05 18:08:27.780, 0, 0, 351, 16303, 20.99
2026/04/05 18:08:28.780, 0, 0, 351, 16303, 21.19
2026/04/05 18:08:29.780, 0, 0, 351, 16303, 21.04
2026/04/05 18:08:30.781, 0, 0, 351, 16303, 21.25
2026/04/05 18:08:31.781, 0, 0, 351, 16303, 21.21
2026/04/05 18:08:32.781, 0, 0, 351, 16303, 21.17
2026/04/05 18:08:33.781, 0, 0, 351, 16303, 21.17
2026/04/05 18:08:34.781, 0, 0, 351, 16303, 21.07
2026/04/05 18:08:35.782, 0, 0, 351, 16303, 20.88
2026/04/05 18:08:36.782, 0, 0, 351, 16303, 21.11
2026/04/05 18:08:37.782, 0, 0, 351, 16303, 21.06
2026/04/05 18:08:38.782, 0, 0, 351, 16303, 21.15
2026/04/05 18:08:39.782, 0, 0, 351, 16303, 21.20
2026/04/05 18:08:40.783, 0, 0, 351, 16303, 21.27
2026/04/05 18:08:41.783, 0, 0, 351, 16303, 21.21
2026/04/05 18:08:42.783, 0, 0, 351, 16303, 21.22
2026/04/05 18:08:43.783, 0, 0, 351, 16303, 21.17
2026/04/05 18:08:44.783, 0, 0, 351, 16303, 21.17
2026/04/05 18:08:45.784, 0, 0, 351, 16303, 21.08
2026/04/05 18:08:46.784, 0, 0, 351, 16303, 20.94
2026/04/05 18:08:47.784, 0, 0, 351, 16303, 20.94
2026/04/05 18:08:48.784, 0, 0, 351, 16303, 20.86
2026/04/05 18:08:49.784, 0, 0, 351, 16303, 21.08
2026/04/05 18:08:50.785, 0, 0, 351, 16303, 20.89
2026/04/05 18:08:51.785, 0, 0, 351, 16303, 21.00
2026/04/05 18:08:52.785, 0, 0, 351, 16303, 21.33
2026/04/05 18:08:53.785, 0, 0, 351, 16303, 21.22
2026/04/05 18:08:54.785, 0, 0, 351, 16303, 21.19
2026/04/05 18:08:55.786, 0, 0, 351, 16303, 21.30
2026/04/05 18:08:56.786, 0, 0, 351, 16303, 21.42
2026/04/05 18:08:57.786, 0, 0, 351, 16303, 21.42
2026/04/05 18:08:58.786, 0, 0, 351, 16303, 21.54
2026/04/05 18:08:59.787, 0, 0, 351, 16303, 21.48
2026/04/05 18:09:00.787, 0, 0, 351, 16303, 21.13
2026/04/05 18:09:01.787, 0, 0, 351, 16303, 21.05
2026/04/05 18:09:02.787, 0, 0, 351, 16303, 20.92
2026/04/05 18:09:03.787, 0, 0, 351, 16303, 21.00
2026/04/05 18:09:04.788, 0, 0, 351, 16303, 21.21
2026/04/05 18:09:05.788, 0, 0, 351, 16303, 21.31
2026/04/05 18:09:06.788, 0, 0, 351, 16303, 21.32
2026/04/05 18:09:07.788, 0, 0, 351, 16303, 21.37
2026/04/05 18:09:08.788, 0, 0, 351, 16303, 21.27
