Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,2286,0,8100.0,7738.84278804198,178.5434570047073,14298.310265003238,90.14173228346456,2.556741272738345,0.0,8100,8400,8500,8600,8700,8900,9100,9300,12000,14000,14000
,Aggregated,2286,0,8100.0,7738.84278804198,178.5434570047073,14298.310265003238,90.14173228346456,2.556741272738345,0.0,8100,8400,8500,8600,8700,8900,9100,9300,12000,14000,14000
