Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,2337,0,7800.0,7608.748382122966,247.0860379980877,13994.360395008698,90.92126658108687,2.6005958942428875,0.0,7800,8200,8400,8600,8700,8800,9100,9200,10000,14000,14000
,Aggregated,2337,0,7800.0,7608.748382122966,247.0860379980877,13994.360395008698,90.92126658108687,2.6005958942428875,0.0,7800,8200,8400,8600,8700,8800,9100,9200,10000,14000,14000
