Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,4291,0,4200.0,4138.605295031316,85.36373500828631,6014.111894997768,89.6557911908646,4.772565188859616,0.0,4200,4300,4400,4500,4700,4800,5000,5100,5600,6000,6000
,Aggregated,4291,0,4200.0,4138.605295031316,85.36373500828631,6014.111894997768,89.6557911908646,4.772565188859616,0.0,4200,4300,4400,4500,4700,4800,5000,5100,5600,6000,6000
